Date : 2023-01-05 02:44:29
Directory : /Volumes/Veri/github/otp/autopark
Total : 211 files,  37178 codes, 862 comments, 1515 blanks, all 39555 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/favicons/manifest.json                                          | JSON               |         41 |          0 |          0 |         41 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/avatars/pp_boy.svg                                       | XML                |         10 |          1 |          1 |         12 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/avatars/pp_boy2.svg                                      | XML                |        379 |          1 |          1 |        381 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/avatars/pp_boy3.svg                                      | XML                |        378 |          1 |          1 |        380 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/avatars/pp_boy4.svg                                      | XML                |        381 |          1 |          1 |        383 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/avatars/pp_boy5.svg                                      | XML                |        381 |          1 |          1 |        383 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/avatars/pp_girl.svg                                      | XML                |         12 |          1 |          1 |         14 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/avatars/pp_girl2.svg                                     | XML                |        385 |          1 |          1 |        387 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/avatars/pp_girl3.svg                                     | XML                |        385 |          1 |          1 |        387 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/avatars/pp_girl4.svg                                     | XML                |        387 |          1 |          1 |        389 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/avatars/pp_girl5.svg                                     | XML                |        388 |          1 |          1 |        390 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/decoration/hexaColored.svg                               | XML                |          3 |          0 |          0 |          3 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/decoration/hexaDecoration.svg                            | XML                |          9 |          1 |          1 |         11 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/decoration/hexaGrey.svg                                  | XML                |          3 |          0 |          0 |          3 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/decoration/hexaMonochrome.svg                            | XML                |          3 |          0 |          0 |          3 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/decoration/hexaWhite.svg                                 | XML                |          3 |          0 |          0 |          3 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/logo/firebase.svg                                        | XML                |          1 |          0 |          0 |          1 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/logo/material-ui.svg                                     | XML                |          1 |          0 |          0 |          1 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/logo/react.svg                                           | XML                |          1 |          0 |          0 |          1 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/logo/redux-saga.svg                                      | XML                |          1 |          0 |          0 |          1 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/logo/redux.svg                                           | XML                |          1 |          0 |          0 |          1 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/logo/webpack.svg                                         | XML                |          1 |          0 |          0 |          1 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/pp_boy.svg                                               | XML                |         10 |          1 |          1 |         12 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/assets/images/pp_girl.svg                                              | XML                |         12 |          1 |          1 |         14 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/environments/environment.prod.ts                                       | TypeScript         |          4 |          0 |          1 |          5 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/environments/environment.ts                                            | TypeScript         |          4 |          2 |          2 |          8 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/index.html                                                             | HTML               |         20 |          1 |          1 |         22 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/main.tsx                                                               | TypeScript React   |         26 |          0 |          3 |         29 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/mocks/menu.ts                                                          | TypeScript         |         20 |          0 |          1 |         21 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/polyfills.ts                                                           | TypeScript         |          2 |          5 |          1 |          8 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles.css                                                             | CSS                |          0 |          1 |          1 |          2 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/Form.scss                                            | SCSS               |         32 |          0 |          2 |         34 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/Messages.scss                                        | SCSS               |         97 |          3 |          5 |        105 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/Progress.scss                                        | SCSS               |         16 |          1 |          1 |         18 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/Table.scss                                           | SCSS               |         91 |          0 |          2 |         93 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/Typography.scss                                      | SCSS               |         84 |          6 |          9 |         99 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/image-lightbox/image-lightbox.css            | CSS                |        314 |          0 |         31 |        345 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/invoice/style.css                            | CSS                |         44 |          5 |         11 |         60 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/react-big-calendar/react-big-calendar.css    | CSS                |        661 |          0 |          4 |        665 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/react-draft-wysiwyg/react-draft-wysiwyg.css  | CSS                |        804 |         11 |         12 |        827 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/react-dropzone/react-dropzone.css            | CSS                |        159 |          0 |         22 |        181 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/react-input-range/react-input-range.css      | CSS                |         80 |          0 |         13 |         93 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/react-loading-bar/index.css                  | CSS                |         63 |          0 |          9 |         72 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/react-weather/GenericWeather.css             | CSS                |         65 |          0 |          5 |         70 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/rechart/styles.css                           | CSS                |         15 |          0 |          1 |         16 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/select/select.css                            | CSS                |        413 |         10 |          1 |        424 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/slick-carousel/fonts/slick.svg               | XML                |         13 |          0 |          2 |         15 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/slick-carousel/slick-carousel.css            | CSS                |        119 |          0 |          1 |        120 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/slick-carousel/slick-theme.css               | CSS                |        184 |          4 |         30 |        218 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/components/vendors/slick-carousel/slick.css                     | CSS                |        104 |          1 |         15 |        120 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/layout/_buttons.scss                                            | SCSS               |         34 |          0 |          5 |         39 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/layout/_forms.scss                                              | SCSS               |         46 |          0 |          9 |         55 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/layout/_layout.scss                                             | SCSS               |         19 |          0 |          5 |         24 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/layout/_lists.scss                                              | SCSS               |         16 |          0 |          4 |         20 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/layout/_media.scss                                              | SCSS               |          8 |          0 |          2 |         10 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/layout/_tables.scss                                             | SCSS               |         27 |          0 |          6 |         33 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/layout/_typography.scss                                         | SCSS               |         41 |          0 |          8 |         49 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/layout/_variables.scss                                          | SCSS               |         24 |          9 |          9 |         42 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/layout/base.scss                                                | SCSS               |          9 |          4 |          2 |         15 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/mixins.scss                                                     | SCSS               |          3 |          0 |          1 |          4 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/mixins/bourbon.scss                                             | SCSS               |          1 |          0 |          1 |          2 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/mixins/neat.scss                                                | SCSS               |          1 |          0 |          0 |          1 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/mixins/pallete.scss                                             | SCSS               |          5 |          2 |          1 |          8 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/theme/applicationTheme.ts                                       | TypeScript         |        511 |         21 |          2 |        534 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/theme/palette/colorfull.ts                                      | TypeScript         |         21 |          0 |          2 |         23 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/theme/palette/darkPalette.ts                                    | TypeScript         |        147 |          0 |          2 |        149 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/theme/palette/lightPalette.ts                                   | TypeScript         |        147 |          0 |          2 |        149 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/theme/palette/themePalette.ts                                   | TypeScript         |        146 |          0 |          1 |        147 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/theme/palette/themePaletteMode.ts                               | TypeScript         |          9 |          0 |          3 |         12 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/variables.scss                                                  | SCSS               |          3 |          0 |          1 |          4 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/variables/bitters.scss                                          | SCSS               |          4 |          0 |          1 |          5 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/variables/custom_pallete.scss                                   | SCSS               |         24 |          0 |          7 |         31 |
| /Volumes/Veri/github/otp/autopark/apps/web/src/styles/variables/neat.scss                                             | SCSS               |          1 |          0 |          1 |          2 |
| /Volumes/Veri/github/otp/autopark/apps/web/tsconfig.app.json                                                          | JSON               |         13 |          0 |          1 |         14 |
| /Volumes/Veri/github/otp/autopark/apps/web/tsconfig.json                                                              | JSON with Comments |         22 |          0 |          1 |         23 |
| /Volumes/Veri/github/otp/autopark/apps/web/webpack.config.js                                                          | JavaScript         |         42 |          0 |          2 |         44 |
| /Volumes/Veri/github/otp/autopark/assets/AppIcons/Assets.xcassets/AppIcon.appiconset/Contents.json                    | JSON               |          1 |          0 |          0 |          1 |
| /Volumes/Veri/github/otp/autopark/babel.config.json                                                                   | JSON with Comments |          3 |          0 |          1 |          4 |
| /Volumes/Veri/github/otp/autopark/libs/models/README.md                                                               | Markdown           |          6 |          0 |          6 |         12 |
| /Volumes/Veri/github/otp/autopark/libs/models/project.json                                                            | JSON               |          9 |          0 |          1 |         10 |
| /Volumes/Veri/github/otp/autopark/libs/models/src/index.ts                                                            | TypeScript         |          1 |          0 |          1 |          2 |
| /Volumes/Veri/github/otp/autopark/libs/models/src/lib/Entities/Camera.ts                                              | TypeScript         |         18 |          0 |          8 |         26 |
| /Volumes/Veri/github/otp/autopark/libs/models/src/lib/Entities/Car.ts                                                 | TypeScript         |         58 |          0 |         21 |         79 |
| /Volumes/Veri/github/otp/autopark/libs/models/src/lib/Entities/User.ts                                                | TypeScript         |         12 |          0 |          5 |         17 |
| /Volumes/Veri/github/otp/autopark/libs/models/src/lib/models.ts                                                       | TypeScript         |          3 |          0 |          1 |          4 |
| /Volumes/Veri/github/otp/autopark/libs/models/tsconfig.json                                                           | JSON with Comments |         16 |          0 |          1 |         17 |
| /Volumes/Veri/github/otp/autopark/libs/models/tsconfig.lib.json                                                       | JSON               |         10 |          2 |          0 |         12 |
| /Volumes/Veri/github/otp/autopark/nx.json                                                                             | JSON               |         44 |          0 |          1 |         45 |
| /Volumes/Veri/github/otp/autopark/package-lock.json                                                                   | JSON               |     17,879 |          0 |          1 |     17,880 |
| /Volumes/Veri/github/otp/autopark/package.json                                                                        | JSON               |        110 |          0 |          1 |        111 |
| /Volumes/Veri/github/otp/autopark/pyenv.sh                                                                            | Shell Script       |          5 |          6 |          2 |         13 |
| /Volumes/Veri/github/otp/autopark/tools/tsconfig.tools.json                                                           | JSON               |         11 |          2 |          0 |         13 |
| /Volumes/Veri/github/otp/autopark/tsconfig.base.json                                                                  | JSON               |         23 |          0 |          1 |         24 |
| /Volumes/Veri/github/otp/autopark/workspace.json                                                                      | JSON               |         10 |          0 |          1 |         11 |
| Total                                                                                                                 |                    |     37,178 |        862 |      1,515 |     39,555 |
+-----------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
